article_id,date,headline,article_text,source,url,author,category,entities,collection_method,_synthetic,_true_label,combined_text,word_count,text_clean,text_minimal,sentence_count,lexical_diversity,fear_score,greed_score,uncertainty_score,optimism_score,dominant_emotion,silver_label,fnei,fnei_category
SYN_732C2633432B,2018-02-16,Budget outcome unclear; markets await fiscal roadmap — experts weigh in,This article discusses uncertainty sentiments in financial markets. This article discusses uncertainty sentiments in financial markets. This article discusses uncertainty sentiments in financial markets. This article discusses uncertainty sentiments in financial markets. This article discusses uncertainty sentiments in financial markets. ,Synthetic_Framework,,,finance,,SYNTHETIC,True,uncertainty,Budget outcome unclear; markets await fiscal roadmap — experts weigh in. This article discusses uncertainty sentiments in financial markets. This article discusses uncertainty sentiments in financial markets. This article discusses uncertainty sentiments in financial markets. This article discusses uncertainty sentiments in financial markets. This article discusses uncertainty sentiments in financial markets.,51,budget outcome unclear markets await fiscal roadmap experts weigh in this article discusses uncertainty sentiments in financial markets this article discusses uncertainty sentiments in financial markets this article discusses uncertainty sentiments in financial markets this article discusses uncertainty sentiments in financial markets this article discusses uncertainty sentiments in financial markets,Budget outcome unclear; markets await fiscal roadmap experts weigh in. This article discusses uncertainty sentiments in financial markets. This article discusses uncertainty sentiments in financial markets. This article discusses uncertainty sentiments in financial markets. This article discusses uncertainty sentiments in financial markets. This article discusses uncertainty sentiments in financial markets.,6,0.32,0.1012725,0.0,0.272965,0.0,uncertainty,uncertainty,28.880075000000005,Fear
SYN_E2DF74A0D3D1,2018-02-19,Stellar performance: India markets outperform global peers — experts weigh in,This article discusses greed sentiments in financial markets. This article discusses greed sentiments in financial markets. This article discusses greed sentiments in financial markets. This article discusses greed sentiments in financial markets. This article discusses greed sentiments in financial markets. ,Synthetic_Framework,,,finance,,SYNTHETIC,True,greed,Stellar performance: India markets outperform global peers — experts weigh in. This article discusses greed sentiments in financial markets. This article discusses greed sentiments in financial markets. This article discusses greed sentiments in financial markets. This article discusses greed sentiments in financial markets. This article discusses greed sentiments in financial markets.,51,stellar performance india markets outperform global peers experts weigh in this article discusses greed sentiments in financial markets this article discusses greed sentiments in financial markets this article discusses greed sentiments in financial markets this article discusses greed sentiments in financial markets this article discusses greed sentiments in financial markets,Stellar performance: India markets outperform global peers experts weigh in. This article discusses greed sentiments in financial markets. This article discusses greed sentiments in financial markets. This article discusses greed sentiments in financial markets. This article discusses greed sentiments in financial markets. This article discusses greed sentiments in financial markets.,6,0.32,0.06825,1.0,0.045500000000000006,0.0,greed,greed,62.9525,Greed
SYN_C0ADF4A68DDC,2018-02-20,Markets volatile as RBI policy outcome remains uncertain,This article discusses uncertainty sentiments in financial markets. This article discusses uncertainty sentiments in financial markets. This article discusses uncertainty sentiments in financial markets. This article discusses uncertainty sentiments in financial markets. This article discusses uncertainty sentiments in financial markets. ,Synthetic_Framework,,,finance,,SYNTHETIC,True,uncertainty,Markets volatile as RBI policy outcome remains uncertain. This article discusses uncertainty sentiments in financial markets. This article discusses uncertainty sentiments in financial markets. This article discusses uncertainty sentiments in financial markets. This article discusses uncertainty sentiments in financial markets. This article discusses uncertainty sentiments in financial markets.,48,markets volatile as rbi policy outcome remains uncertain this article discusses uncertainty sentiments in financial markets this article discusses uncertainty sentiments in financial markets this article discusses uncertainty sentiments in financial markets this article discusses uncertainty sentiments in financial markets this article discusses uncertainty sentiments in financial markets,Markets volatile as RBI policy outcome remains uncertain. This article discusses uncertainty sentiments in financial markets. This article discusses uncertainty sentiments in financial markets. This article discusses uncertainty sentiments in financial markets. This article discusses uncertainty sentiments in financial markets. This article discusses uncertainty sentiments in financial markets.,6,0.3125,0.134415,0.0,1.0,0.0,uncertainty,uncertainty,17.3117,Extreme Fear
SYN_1FE3F25AB692,2018-02-22,Banking sector faces systemic risk as NPA levels surge — experts weigh in,This article discusses fear sentiments in financial markets. This article discusses fear sentiments in financial markets. This article discusses fear sentiments in financial markets. This article discusses fear sentiments in financial markets. This article discusses fear sentiments in financial markets. ,Synthetic_Framework,,,finance,,SYNTHETIC,True,fear,Banking sector faces systemic risk as NPA levels surge — experts weigh in. This article discusses fear sentiments in financial markets. This article discusses fear sentiments in financial markets. This article discusses fear sentiments in financial markets. This article discusses fear sentiments in financial markets. This article discusses fear sentiments in financial markets.,53,banking sector faces systemic risk as npa levels surge experts weigh in this article discusses fear sentiments in financial markets this article discusses fear sentiments in financial markets this article discusses fear sentiments in financial markets this article discusses fear sentiments in financial markets this article discusses fear sentiments in financial markets,Banking sector faces systemic risk as NPA levels surge experts weigh in. This article discusses fear sentiments in financial markets. This article discusses fear sentiments in financial markets. This article discusses fear sentiments in financial markets. This article discusses fear sentiments in financial markets. This article discusses fear sentiments in financial markets.,6,0.36538461538461536,1.0,0.9903846153846154,1.0,0.0,fear,fear,29.71153846153846,Fear
SYN_9010B27C7E37,2018-02-25,Strong earnings season boosts confidence in India story — experts weigh in,This article discusses optimism sentiments in financial markets. This article discusses optimism sentiments in financial markets. This article discusses optimism sentiments in financial markets. This article discusses optimism sentiments in financial markets. This article discusses optimism sentiments in financial markets. ,Synthetic_Framework,,,finance,,SYNTHETIC,True,optimism,Strong earnings season boosts confidence in India story — experts weigh in. This article discusses optimism sentiments in financial markets. This article discusses optimism sentiments in financial markets. This article discusses optimism sentiments in financial markets. This article discusses optimism sentiments in financial markets. This article discusses optimism sentiments in financial markets.,52,strong earnings season boosts confidence in india story experts weigh in this article discusses optimism sentiments in financial markets this article discusses optimism sentiments in financial markets this article discusses optimism sentiments in financial markets this article discusses optimism sentiments in financial markets this article discusses optimism sentiments in financial markets,Strong earnings season boosts confidence in India story experts weigh in. This article discusses optimism sentiments in financial markets. This article discusses optimism sentiments in financial markets. This article discusses optimism sentiments in financial markets. This article discusses optimism sentiments in financial markets. This article discusses optimism sentiments in financial markets.,6,0.3333333333333333,0.0,0.17433,0.0,1.0,optimism,optimism,75.2299,Greed
SYN_D9B3F5D23870,2018-02-28,Election results could shift market direction significantly — experts weigh in,This article discusses uncertainty sentiments in financial markets. This article discusses uncertainty sentiments in financial markets. This article discusses uncertainty sentiments in financial markets. This article discusses uncertainty sentiments in financial markets. This article discusses uncertainty sentiments in financial markets. ,Synthetic_Framework,,,finance,,SYNTHETIC,True,uncertainty,Election results could shift market direction significantly — experts weigh in. This article discusses uncertainty sentiments in financial markets. This article discusses uncertainty sentiments in financial markets. This article discusses uncertainty sentiments in financial markets. This article discusses uncertainty sentiments in financial markets. This article discusses uncertainty sentiments in financial markets.,51,election results could shift market direction significantly experts weigh in this article discusses uncertainty sentiments in financial markets this article discusses uncertainty sentiments in financial markets this article discusses uncertainty sentiments in financial markets this article discusses uncertainty sentiments in financial markets this article discusses uncertainty sentiments in financial markets,Election results could shift market direction significantly experts weigh in. This article discusses uncertainty sentiments in financial markets. This article discusses uncertainty sentiments in financial markets. This article discusses uncertainty sentiments in financial markets. This article discusses uncertainty sentiments in financial markets. This article discusses uncertainty sentiments in financial markets.,6,0.34,0.065625,0.0,1.0,0.0,uncertainty,uncertainty,18.6875,Extreme Fear
ART_FFDF3BE328DE,2023-12-15,Pros and cons of high-yield savings accounts: Is an HYSA right for you?,,Yahoo Finance,https://finance.yahoo.com/personal-finance/banking/article/pros-cons-high-yield-savings-accounts-142347412.html,,finance,,RSS,False,,Pros and cons of high-yield savings accounts: Is an HYSA right for you?.,13,pros and cons of high yield savings accounts is an hysa right for you,Pros and cons of high-yield savings accounts: Is an HYSA right for you?.,2,1.0,0.0,0.0,0.0,0.0,fear,fear,35.0,Fear
ART_79B935669439,2024-04-23,"ICICI Pru Life Q4 net profit falls 26% to Rs 174 cr, insurer announces dividend","Net premium income rose to Rs 14,788 crore",MoneyControl Business,https://www.moneycontrol.com/news/business/icici-pru-life-q4-net-profit-falls-26-to-rs-174-cr-insurer-announces-dividend_17532101.html,,business,,RSS,False,,"ICICI Pru Life Q4 net profit falls 26% to Rs 174 cr, insurer announces dividend. Net premium income rose to Rs 14,788 crore",23,icici pru life q net profit falls to rs cr insurer announces dividend net premium income rose to rs crore,"ICICI Pru Life Q4 net profit falls 26% to Rs 174 cr, insurer announces dividend. Net premium income rose to Rs 14,788 crore",1,0.85,0.0,1.0,0.0,0.34909,greed,greed,77.21815000000001,Greed
ART_79AE5D6562AE,2024-04-23,"Stellantis India to hike vehicle prices by up to Rs 17,000 from April 30","This price increase will result in an increment ranging from Rs 4,000 to Rs 17,000 across the models, the company said in a statement.",MoneyControl Business,https://www.moneycontrol.com/news/business/stellantis-india-to-hike-vehicle-prices-byto-rs-17000april-30_17531771.html,,business,,RSS,False,,"Stellantis India to hike vehicle prices by up to Rs 17,000 from April 30. This price increase will result in an increment ranging from Rs 4,000 to Rs 17,000 across the models, the company said in a statement.",38,stellantis india to hike vehicle prices by up to rs from april this price increase will result in an increment ranging from rs to rs across the models the company said in a statement,"Stellantis India to hike vehicle prices by up to Rs 17,000 from April 30. This price increase will result in an increment ranging from Rs 4,000 to Rs 17,000 across the models, the company said in a statement.",2,0.7941176470588235,0.0,0.01591,0.0,0.023864999999999997,optimism,optimism,36.312575,Fear
ART_727E70E8424B,2024-04-23,Razorpay announces #39;UPI Switch#39; in partnership with Airtel Payments Bank,"Boosting success rates by 4-5 per cent, the solution is designed to handle up to 10,000 transactions per second (TPS) at any given time, according to a release.",MoneyControl Business,https://www.moneycontrol.com/news/business/razorpay-announces-39upi-switch39partnershipairtel-payments-bank_17531791.html,,business,,RSS,False,,"Razorpay announces #39;UPI Switch#39; in partnership with Airtel Payments Bank. Boosting success rates by 4-5 per cent, the solution is designed to handle up to 10,000 transactions per second (TPS) at any given time, according to a release.",38,razorpay announces upi switch in partnership with airtel payments bank boosting success rates by per cent the solution is designed to handle up to transactions per second tps at any given time according to a release,"Razorpay announces 39;UPI Switch 39; in partnership with Airtel Payments Bank. Boosting success rates by 4-5 per cent, the solution is designed to handle up to 10,000 transactions per second (TPS) at any given time, according to a release.",2,0.9166666666666666,0.0,0.04063,0.0,0.060945,optimism,optimism,38.351975,Fear
ART_2895A72859E2,2024-04-23,Air India enters into codeshare pact with Japan#39;s All Nippon Airways,"With the codeshare, effective for travel from May 23, Air India and All Nippon Airways passengers can fly to their desired destination by combining those flights between India and Japan with a single ticket.",MoneyControl Business,https://www.moneycontrol.com/news/business/air-india-enters-into-codeshare-pactjapan39s-all-nippon-airways_17531801.html,,business,,RSS,False,,"Air India enters into codeshare pact with Japan#39;s All Nippon Airways. With the codeshare, effective for travel from May 23, Air India and All Nippon Airways passengers can fly to their desired destination by combining those flights between India and Japan with a single ticket.",45,air india enters into codeshare pact with japan s all nippon airways with the codeshare effective for travel from may air india and all nippon airways passengers can fly to their desired destination by combining those flights between india and japan with a single ticket,"Air India enters into codeshare pact with Japan 39;s All Nippon Airways. With the codeshare, effective for travel from May 23, Air India and All Nippon Airways passengers can fly to their desired destination by combining those flights between India and Japan with a single ticket.",2,0.7555555555555555,0.0,0.031845000000000005,0.25,0.0477675,uncertainty,uncertainty,33.877212500000006,Fear
ART_B40EBC7B86D2,2024-04-23,LT manufactures hydrotreating reactor for refinery in Mexico,The reactor has been dispatched for Mexico from the company#39;s A M Naik Heavy Engineering Complex at Hazira in Gujarat.,MoneyControl Business,https://www.moneycontrol.com/news/business/lt-manufactures-hydrotreating-reactor-for-refinerymexico_17531811.html,,business,,RSS,False,,LT manufactures hydrotreating reactor for refinery in Mexico. The reactor has been dispatched for Mexico from the company#39;s A M Naik Heavy Engineering Complex at Hazira in Gujarat.,28,lt manufactures hydrotreating reactor for refinery in mexico the reactor has been dispatched for mexico from the company s a m naik heavy engineering complex at hazira in gujarat,LT manufactures hydrotreating reactor for refinery in Mexico. The reactor has been dispatched for Mexico from the company 39;s A M Naik Heavy Engineering Complex at Hazira in Gujarat.,2,0.8275862068965517,0.0,0.0,0.0,0.0,fear,fear,35.0,Fear
ART_E1B59606FC3B,2024-04-23,LTIMindtree Q4 Preview: Lower pass-through revenue seen impacting growth marginally,"A compilation of estimates suggests the company#39;s Q4 FY24 net profit is projected to decline by 2.2 percent quarter on quarter to Rs 1,143.1 crore",MoneyControl Business,https://www.moneycontrol.com/news/business/ltimindtree-q4-preview-lower-pass-through-revenue-seen-impacting-growth-marginally_17531881.html,,business,,RSS,False,,"LTIMindtree Q4 Preview: Lower pass-through revenue seen impacting growth marginally. A compilation of estimates suggests the company#39;s Q4 FY24 net profit is projected to decline by 2.2 percent quarter on quarter to Rs 1,143.1 crore",35,ltimindtree q preview lower pass through revenue seen impacting growth marginally a compilation of estimates suggests the company s q fy net profit is projected to decline by percent quarter on quarter to rs crore,"LTIMindtree Q4 Preview: Lower pass-through revenue seen impacting growth marginally. A compilation of estimates suggests the company 39;s Q4 FY24 net profit is projected to decline by 2.2 percent quarter on quarter to Rs 1,143.1 crore",3,0.9142857142857143,0.25,0.265405,0.0,1.0,optimism,optimism,72.96215000000001,Greed
ART_F9053653DAF6,2024-04-23,"Hindustan Unilever Q4 Preview: Price cuts, slow demand, regional competition to hurt topline","The hike in royalty payments to parent Unilever are likely to adversely impact HUL#39;s EBITDA margins, say experts",MoneyControl Business,https://www.moneycontrol.com/news/business/hindustan-unilever-q4-preview-price-cuts-slow-demand-regional-competition-to-hurt-topline_17531901.html,,business,,RSS,False,,"Hindustan Unilever Q4 Preview: Price cuts, slow demand, regional competition to hurt topline. The hike in royalty payments to parent Unilever are likely to adversely impact HUL#39;s EBITDA margins, say experts",31,hindustan unilever q preview price cuts slow demand regional competition to hurt topline the hike in royalty payments to parent unilever are likely to adversely impact hul s ebitda margins say experts,"Hindustan Unilever Q4 Preview: Price cuts, slow demand, regional competition to hurt topline. The hike in royalty payments to parent Unilever are likely to adversely impact HUL 39;s EBITDA margins, say experts",1,0.90625,0.22238999999999998,0.0,0.359035,0.25,uncertainty,uncertainty,33.916675000000005,Fear
ART_91D4A0FF6350,2024-04-23,"Tata Consumer Q4 net profit falls 19% to Rs 217 cr, firm declares dividend of Rs 7.75 per share","Revenue increased 8.5 percent to Rs 3,927 crore in the three months ended March 31.",MoneyControl Business,https://www.moneycontrol.com/news/business/tata-consumer-q4-net-profit-falls-19-to-rs-217-cr-firm-declares-dividendrs-775-per-share_17532071.html,,business,,RSS,False,,"Tata Consumer Q4 net profit falls 19% to Rs 217 cr, firm declares dividend of Rs 7.75 per share. Revenue increased 8.5 percent to Rs 3,927 crore in the three months ended March 31.",34,tata consumer q net profit falls to rs cr firm declares dividend of rs per share revenue increased percent to rs crore in the three months ended march,"Tata Consumer Q4 net profit falls 19% to Rs 217 cr, firm declares dividend of Rs 7.75 per share. Revenue increased 8.5 percent to Rs 3,927 crore in the three months ended March 31.",4,0.8928571428571429,0.0,1.0,0.0,0.195735,greed,greed,71.85072500000001,Greed
ART_7C6FF1CF1406,2024-04-23,Cyient DLM#39;s profit after tax in FY24 surges 93%,"For the full year, the company#39;s revenue stood at Rs 1,192 crore, which was 43.2 percent higher compared to the same period of the past financial year",MoneyControl Business,https://www.moneycontrol.com/news/business/cyient-dlm39s-profit-after-taxfy24-surges-93_17532091.html,,business,,RSS,False,,"Cyient DLM#39;s profit after tax in FY24 surges 93%. For the full year, the company#39;s revenue stood at Rs 1,192 crore, which was 43.2 percent higher compared to the same period of the past financial year",36,cyient dlm s profit after tax in fy surges for the full year the company s revenue stood at rs crore which was percent higher compared to the same period of the past financial year,"Cyient DLM 39;s profit after tax in FY24 surges 93%. For the full year, the company 39;s revenue stood at Rs 1,192 crore, which was 43.2 percent higher compared to the same period of the past financial year",2,0.8571428571428571,0.0,1.0,0.0,0.13212,greed,greed,69.62420000000002,Greed
ART_E9BFDC6FC70C,2024-04-23,WeWork Global in talks to sell entire 27% stake in WeWork India,"Bengaluru-based real estate firm Embassy Group, which holds the remaining 73 per cent stake in WeWork India, might also dilute some shareholdings to raise funds, they added.",MoneyControl Business,https://www.moneycontrol.com/news/business/wework-globaltalks-to-sell-entire-27-stakewework-india_17531651.html,,business,,RSS,False,,"WeWork Global in talks to sell entire 27% stake in WeWork India. Bengaluru-based real estate firm Embassy Group, which holds the remaining 73 per cent stake in WeWork India, might also dilute some shareholdings to raise funds, they added.",39,wework global in talks to sell entire stake in wework india bengaluru based real estate firm embassy group which holds the remaining per cent stake in wework india might also dilute some shareholdings to raise funds they added,"WeWork Global in talks to sell entire 27% stake in WeWork India. Bengaluru-based real estate firm Embassy Group, which holds the remaining 73 per cent stake in WeWork India, might also dilute some shareholdings to raise funds, they added.",2,0.8157894736842105,0.0,0.0,0.25,0.0,uncertainty,uncertainty,31.250000000000007,Fear
ART_707D03310816,2024-04-23,"Tata Elxsi Q4 net profit, revenue decline QoQ; firm declares dividend of Rs 70 per share",The net profit was down 4.6 percent quarter-on-quarter compared to the October to December period of FY24 and 2.32 percent against the March quarter of FY23,MoneyControl Business,https://www.moneycontrol.com/news/business/tata-elxsi-q4-net-profit-revenue-decline-qoq-firm-declares-dividendrs-70-per-share_17532061.html,,business,,RSS,False,,"Tata Elxsi Q4 net profit, revenue decline QoQ; firm declares dividend of Rs 70 per share. The net profit was down 4.6 percent quarter-on-quarter compared to the October to December period of FY24 and 2.32 percent against the March quarter of FY23",42,tata elxsi q net profit revenue decline qoq firm declares dividend of rs per share the net profit was down percent quarter on quarter compared to the october to december period of fy and percent against the march quarter of fy,"Tata Elxsi Q4 net profit, revenue decline QoQ; firm declares dividend of Rs 70 per share. The net profit was down 4.6 percent quarter-on-quarter compared to the October to December period of FY24 and 2.32 percent against the March quarter of FY23",3,0.7317073170731707,1.0,0.343735,0.0,0.19989749999999998,fear,fear,32.308462500000005,Fear
ART_63D6E4ABA30F,2024-04-23,ICICI Prudential Life Insurance to focus on growing absolute VNB amid slump in FY24,"In its Q4FY24 results, the company#39;s VNB fell 19.45 percent to Rs 2,227 crore for FY24",MoneyControl Business,https://www.moneycontrol.com/news/business/icici-prudential-life-insurance-to-focusgrowing-absolute-vnb-amid-slumpfy24_17532041.html,,business,,RSS,False,,"ICICI Prudential Life Insurance to focus on growing absolute VNB amid slump in FY24. In its Q4FY24 results, the company#39;s VNB fell 19.45 percent to Rs 2,227 crore for FY24",30,icici prudential life insurance to focus on growing absolute vnb amid slump in fy in its q fy results the company s vnb fell percent to rs crore for fy,"ICICI Prudential Life Insurance to focus on growing absolute VNB amid slump in FY24. In its Q4FY24 results, the company 39;s VNB fell 19.45 percent to Rs 2,227 crore for FY24",2,0.8333333333333334,1.0,0.03558,0.0,1.0,fear,fear,51.067400000000006,Neutral
ART_C1FC48109858,2024-04-23,"Juniper Green Energy, Tata Power sign PPA for 85 MW hybrid project in Maharashtra","""The project is the first wind-solar energy project for the company. It will utilize both wind and solar resources by combining 51 MW of wind energy and 34 MW of solar power,"" Juniper Green Energy said in a statement.",MoneyControl Business,https://www.moneycontrol.com/news/business/juniper-green-energy-tata-power-sign-ppa-for-85-mw-hybrid-projectmaharashtra_17531681.html,,business,,RSS,False,,"Juniper Green Energy, Tata Power sign PPA for 85 MW hybrid project in Maharashtra. ""The project is the first wind-solar energy project for the company. It will utilize both wind and solar resources by combining 51 MW of wind energy and 34 MW of solar power,"" Juniper Green Energy said in a statement.",53,juniper green energy tata power sign ppa for mw hybrid project in maharashtra the project is the first wind solar energy project for the company it will utilize both wind and solar resources by combining mw of wind energy and mw of solar power juniper green energy said in a statement,"Juniper Green Energy, Tata Power sign PPA for 85 MW hybrid project in Maharashtra. ""The project is the first wind-solar energy project for the company. It will utilize both wind and solar resources by combining 51 MW of wind energy and 34 MW of solar power,"" Juniper Green Energy said in a statement.",3,0.6078431372549019,0.0,0.07851000000000001,0.0,0.117765,optimism,optimism,41.477075,Neutral
ART_A75CA25B8ADB,2024-08-26,What is an IRA CD?,,Yahoo Finance,https://finance.yahoo.com/personal-finance/banking/article/ira-cd-224638624.html,,finance,,RSS,False,,What is an IRA CD?.,5,what is an ira cd,What is an IRA CD?.,2,1.0,0.0,0.0,0.0,0.0,fear,fear,35.0,Fear
ART_ABA3B21DE0C9,2024-09-02,Where to exchange your coins for cash,,Yahoo Finance,https://finance.yahoo.com/personal-finance/banking/article/where-to-exchange-coins-for-cash-140032625.html,,finance,,RSS,False,,Where to exchange your coins for cash.,7,where to exchange your coins for cash,Where to exchange your coins for cash.,1,1.0,0.0,0.0,0.0,0.0,fear,fear,35.0,Fear
ART_B096EF50195D,2025-04-22,"When will mortgage rates go down? As the selling season closes, not soon enough.",,Yahoo Finance,https://finance.yahoo.com/personal-finance/mortgages/article/when-will-mortgage-rates-go-down-as-the-selling-season-closes-not-soon-enough-190610094.html,,finance,,RSS,False,,"When will mortgage rates go down? As the selling season closes, not soon enough..",14,when will mortgage rates go down as the selling season closes not soon enough,"When will mortgage rates go down? As the selling season closes, not soon enough..",3,1.0,0.0,0.0,0.0,0.0,fear,fear,35.0,Fear
ART_B71AF7493E72,2026-02-19,Is bitcoin's price volatility an investing opportunity? How to buy bitcoin.,,Yahoo Finance,https://finance.yahoo.com/personal-finance/investing/article/how-to-buy-bitcoin-222211772.html,,finance,,RSS,False,,Is bitcoin's price volatility an investing opportunity? How to buy bitcoin..,11,is bitcoin s price volatility an investing opportunity how to buy bitcoin,Is bitcoin's price volatility an investing opportunity? How to buy bitcoin..,3,0.9166666666666666,0.0,1.0,1.0,0.12644999999999998,greed,greed,54.42575000000001,Neutral
ART_07AA297A72EA,2026-06-16,Anthropic IPO: What to know before you buy the stock,,Yahoo Finance,https://finance.yahoo.com/personal-finance/investing/article/anthropic-ipo-what-to-know-before-you-buy-the-stock-170741665.html,,finance,,RSS,False,,Anthropic IPO: What to know before you buy the stock.,10,anthropic ipo what to know before you buy the stock,Anthropic IPO: What to know before you buy the stock.,1,1.0,0.0,1.0,0.0,0.0,greed,greed,65.0,Greed
ART_162765116F25,2026-08-17,"Best high-yield savings interest rates today, Friday, August 21, 2026: Earn up to 4.15% APY",,Yahoo Finance,https://finance.yahoo.com/personal-finance/banking/article/best-high-yield-savings-interest-rates-today-friday-august-21-2026-earn-up-to-415-apy-100000771.html,,finance,,RSS,False,,"Best high-yield savings interest rates today, Friday, August 21, 2026: Earn up to 4.15% APY.",15,best high yield savings interest rates today friday august earn up to apy,"Best high-yield savings interest rates today, Friday, August 21, 2026: Earn up to 4.15% APY.",2,1.0,0.0,0.16040000000000001,0.0,0.2406,optimism,optimism,48.233000000000004,Neutral
ART_8905851113A1,2026-08-17,"HELOC and home equity loan rates today, Friday, August 21, 2026: Why understanding how rates work matters",,Yahoo Finance,https://finance.yahoo.com/personal-finance/mortgages/article/heloc-and-home-equity-loan-rates-today-friday-august-21-2026-why-understanding-how-rates-work-matters-100000113.html,,finance,,RSS,False,,"HELOC and home equity loan rates today, Friday, August 21, 2026: Why understanding how rates work matters.",17,heloc and home equity loan rates today friday august why understanding how rates work matters,"HELOC and home equity loan rates today, Friday, August 21, 2026: Why understanding how rates work matters.",1,0.9333333333333333,0.0,0.0,0.0,0.0,fear,fear,35.0,Fear
ART_1DDE9EEFF919,2026-08-18,Seller concession limits: How much can you ask for?,,Yahoo Finance,https://finance.yahoo.com/personal-finance/mortgages/article/seller-concession-limits-151821985.html,,finance,,RSS,False,,Seller concession limits: How much can you ask for?.,9,seller concession limits how much can you ask for,Seller concession limits: How much can you ask for?.,2,1.0,0.0,0.0,0.0,0.0,fear,fear,35.0,Fear
ART_A55DE16DD7C2,2026-08-19,Inside crypto’s multiyear sponsorship rush into soccer,"How the pandemic, crypto boom and soccer’s hunt for new revenue helped drive a wave of sponsorship deals across the sport.",CNBC Markets,https://www.cnbc.com/video/2026/08/19/crypto-soccer-sponsorship-boom.html,,markets,,RSS,False,,"Inside crypto’s multiyear sponsorship rush into soccer. How the pandemic, crypto boom and soccer’s hunt for new revenue helped drive a wave of sponsorship deals across the sport.",28,inside crypto s multiyear sponsorship rush into soccer how the pandemic crypto boom and soccer s hunt for new revenue helped drive a wave of sponsorship deals across the sport,"Inside crypto s multiyear sponsorship rush into soccer. How the pandemic, crypto boom and soccer s hunt for new revenue helped drive a wave of sponsorship deals across the sport.",2,0.8333333333333334,0.0,1.0,0.0,0.0,greed,greed,65.0,Greed
ART_F064181711F9,2026-08-19,"Cancer vaccine from Moderna, Merck shows promise in late-stage trial; both stocks soar","The combination regimen significantly extended the time patients lived without their melanoma returning, compared with Keytruda alone.",CNBC Markets,https://www.cnbc.com/2026/08/19/moderna-merck-cancer-vaccine-shows-initial-late-stage-melanoma-data.html,,markets,,RSS,False,,"Cancer vaccine from Moderna, Merck shows promise in late-stage trial; both stocks soar. The combination regimen significantly extended the time patients lived without their melanoma returning, compared with Keytruda alone.",30,cancer vaccine from moderna merck shows promise in late stage trial both stocks soar the combination regimen significantly extended the time patients lived without their melanoma returning compared with keytruda alone,"Cancer vaccine from Moderna, Merck shows promise in late-stage trial; both stocks soar. The combination regimen significantly extended the time patients lived without their melanoma returning, compared with Keytruda alone.",2,0.967741935483871,0.154125,1.0,0.10275000000000001,1.0,greed,greed,95.37625,Extreme Greed
ART_427937E520D4,2026-08-20,AT&T stands to gain as Verizon loses a customer related battle,,Yahoo Finance,https://finance.yahoo.com/technology/articles/t-stands-gain-verizon-loses-230000780.html,,finance,,RSS,False,,AT&T stands to gain as Verizon loses a customer related battle.,11,at t stands to gain as verizon loses a customer related battle,AT T stands to gain as Verizon loses a customer related battle.,1,1.0,0.0384,0.0,0.0256,0.0,fear,fear,33.848000000000006,Fear
ART_766880ABDBD1,2026-08-20,Workday (WDAY) Just Had its Best Trading Day in a Decade. Here’s Why Silver Lake Wants In,,Yahoo Finance,https://finance.yahoo.com/markets/stocks/articles/workday-wday-just-had-best-235327561.html,,finance,,RSS,False,,Workday (WDAY) Just Had its Best Trading Day in a Decade. Here’s Why Silver Lake Wants In.,17,workday wday just had its best trading day in a decade here s why silver lake wants in,Workday (WDAY) Just Had its Best Trading Day in a Decade. Here s Why Silver Lake Wants In.,2,0.9444444444444444,0.0,0.12738000000000002,0.0,0.19107,optimism,optimism,45.50885000000001,Neutral
ART_F2FB156E5F91,2026-08-20,Bessent Promises a New Fiscal Plan as His Bond Market Intervention Fizzles,,Yahoo Finance,https://finance.yahoo.com/economy/policy/articles/bessent-promises-fiscal-plan-bond-234751950.html,,finance,,RSS,False,,Bessent Promises a New Fiscal Plan as His Bond Market Intervention Fizzles.,12,bessent promises a new fiscal plan as his bond market intervention fizzles,Bessent Promises a New Fiscal Plan as His Bond Market Intervention Fizzles.,1,1.0,0.0,0.07636,0.0,0.11453999999999999,optimism,optimism,41.2997,Neutral
ART_60125D8A2E72,2026-08-20,Should you buy a Medicare Advantage plan from Costco? What you'll want to know.,,Yahoo Finance,https://finance.yahoo.com/personal-finance/investing/article/should-you-buy-a-medicare-advantage-plan-from-costco-what-youll-want-to-know-145200301.html,,finance,,RSS,False,,Should you buy a Medicare Advantage plan from Costco? What you'll want to know..,14,should you buy a medicare advantage plan from costco what you ll want to know,Should you buy a Medicare Advantage plan from Costco? What you'll want to know..,3,0.9333333333333333,0.0,1.0,0.0,0.09545999999999999,greed,greed,68.34110000000001,Greed
